Protein,Filename,Chain
7BLK,7BLK.pdb.gz,A
3LB2,pdb3lb2.ent.gz,A
5HUB,pdb5hub.ent.gz,A
1PMH,pdb1pmh.ent.gz,X
2X1Q,pdb2x1q.ent.gz,A
1SFS,pdb1sfs.ent.gz,A
4Q68,pdb4q68.ent.gz,A
2A28,pdb2a28.ent.gz,A
6GX2,pdb6gx2.ent.gz,A
5TFQ,pdb5tfq.ent.gz,A
8BBP,8BBP.pdb.gz,A
8A27,8A27.pdb.gz,A
3CIJ,pdb3cij.ent.gz,A
6RHF,pdb6rhf.ent.gz,A
3VGI,pdb3vgi.ent.gz,A
2W72,pdb2w72.ent.gz,B
2W72,pdb2w72.ent.gz,A
7QF2,7QF2.pdb.gz,AAA
2O90,pdb2o90.ent.gz,A
2FFY,pdb2ffy.ent.gz,A
1XJU,pdb1xju.ent.gz,A
4QRN,pdb4qrn.ent.gz,A
5W0G,pdb5w0g.ent.gz,A
6TM9,pdb6tm9.ent.gz,A
6HYO,pdb6hyo.ent.gz,A
2JE4,pdb2je4.ent.gz,A
5OLR,pdb5olr.ent.gz,A
6V67,pdb6v67.ent.gz,A
6S5W,pdb6s5w.ent.gz,A
6S6C,pdb6s6c.ent.gz,A
3SZH,pdb3szh.ent.gz,A
1ZLM,pdb1zlm.ent.gz,A
6WFN,pdb6wfn.ent.gz,A
7CX5,pdb7cx5.ent.gz,A
2QOL,pdb2qol.ent.gz,A
3HNY,pdb3hny.ent.gz,M
4Q2L,pdb4q2l.ent.gz,A
4K12,pdb4k12.ent.gz,B
4K12,pdb4k12.ent.gz,A
5TOG,pdb5tog.ent.gz,A
1JBE,pdb1jbe.ent.gz,A
4WES,pdb4wes.ent.gz,A
4WES,pdb4wes.ent.gz,B
2CI1,pdb2ci1.ent.gz,A
6TM3,pdb6tm3.ent.gz,A
4EUZ,pdb4euz.ent.gz,A
5F8S,pdb5f8s.ent.gz,A
1UWC,pdb1uwc.ent.gz,A
1W23,pdb1w23.ent.gz,A
6GKE,pdb6gke.ent.gz,A
1W66,pdb1w66.ent.gz,A
2XMJ,pdb2xmj.ent.gz,A
4M51,pdb4m51.ent.gz,A
6P2L,pdb6p2l.ent.gz,A
2YEO,pdb2yeo.ent.gz,A
5ELB,pdb5elb.ent.gz,A
2XW6,pdb2xw6.ent.gz,A
3WA2,pdb3wa2.ent.gz,X
2YHG,pdb2yhg.ent.gz,A
1DS1,pdb1ds1.ent.gz,A
7UEZ,7UEZ.pdb.gz,A
6SE1,pdb6se1.ent.gz,A
4MQ3,pdb4mq3.ent.gz,A
4L57,pdb4l57.ent.gz,A
2O5G,pdb2o5g.ent.gz,A
5OJ5,pdb5oj5.ent.gz,A
6YPZ,6YPZ.pdb.gz,AAA
4AVR,pdb4avr.ent.gz,A
5GZC,pdb5gzc.ent.gz,A
6EKZ,pdb6ekz.ent.gz,A
6FIH,pdb6fih.ent.gz,A
5LUN,pdb5lun.ent.gz,A
6AR0,pdb6ar0.ent.gz,A
7O4P,pdb7o4p.ent.gz,A
4RQR,pdb4rqr.ent.gz,A
5UMP,pdb5ump.ent.gz,A
4PE0,pdb4pe0.ent.gz,A
6MAP,pdb6map.ent.gz,B
6LOZ,pdb6loz.ent.gz,A
5P9J,pdb5p9j.ent.gz,A
4BPS,pdb4bps.ent.gz,A
5OPF,pdb5opf.ent.gz,A
6OSN,pdb6osn.ent.gz,A
4PZ3,pdb4pz3.ent.gz,A
7COF,pdb7cof.ent.gz,A
3NGP,pdb3ngp.ent.gz,A
6XY7,6XY7.pdb.gz,AAA
6GY5,pdb6gy5.ent.gz,A
4G9E,pdb4g9e.ent.gz,A
2CAR,pdb2car.ent.gz,A
1NKD,pdb1nkd.ent.gz,A
7OGW,7OGW.pdb.gz,A
6SBN,pdb6sbn.ent.gz,A
6THO,pdb6tho.ent.gz,A
6ZEG,pdb6zeg.ent.gz,A
6ZEG,pdb6zeg.ent.gz,C
1K5N,pdb1k5n.ent.gz,A
1K5N,pdb1k5n.ent.gz,B
6FIY,pdb6fiy.ent.gz,A
6U1A,pdb6u1a.ent.gz,A
7AVP,7AVP.pdb.gz,A
4WUI,pdb4wui.ent.gz,A
4ZO2,pdb4zo2.ent.gz,A
7CEH,pdb7ceh.ent.gz,A
5LVO,pdb5lvo.ent.gz,A
1QLW,pdb1qlw.ent.gz,A
1N62,pdb1n62.ent.gz,B
1N62,pdb1n62.ent.gz,C
1N62,pdb1n62.ent.gz,A
4GS3,pdb4gs3.ent.gz,A
5Y9Z,pdb5y9z.ent.gz,A
3ZY7,pdb3zy7.ent.gz,A
5J1N,pdb5j1n.ent.gz,A
3MWS,pdb3mws.ent.gz,A
3T7L,pdb3t7l.ent.gz,A
7PSK,7PSK.pdb.gz,A
2ZVX,pdb2zvx.ent.gz,A
4JOK,pdb4jok.ent.gz,A
4YTK,pdb4ytk.ent.gz,A
6UO3,pdb6uo3.ent.gz,A
5S9G,pdb5s9g.ent.gz,A
6FTF,pdb6ftf.ent.gz,B
7PTZ,7PTZ.pdb.gz,AAA
6KBY,pdb6kby.ent.gz,A
4L05,pdb4l05.ent.gz,A
5OHQ,pdb5ohq.ent.gz,A
4KEF,pdb4kef.ent.gz,A
4BM1,pdb4bm1.ent.gz,A
4RXV,pdb4rxv.ent.gz,A
3PFZ,pdb3pfz.ent.gz,A
1IRO,pdb1iro.ent.gz,A
2IGD,pdb2igd.ent.gz,A
1C5E,pdb1c5e.ent.gz,A
1ZL0,pdb1zl0.ent.gz,A
3RPE,pdb3rpe.ent.gz,A
2B3H,pdb2b3h.ent.gz,A
5LSV,pdb5lsv.ent.gz,A
5JK4,pdb5jk4.ent.gz,A
6ZFN,6ZFN.pdb.gz,AAA
4CJ0,pdb4cj0.ent.gz,A
5Z3E,pdb5z3e.ent.gz,A
4CJ0,pdb4cj0.ent.gz,B
6T85,pdb6t85.ent.gz,A
4IZX,pdb4izx.ent.gz,A
4URF,pdb4urf.ent.gz,A
6VCX,pdb6vcx.ent.gz,A
4L9D,pdb4l9d.ent.gz,A
3AYJ,pdb3ayj.ent.gz,A
5A0Y,pdb5a0y.ent.gz,A
5A0Y,pdb5a0y.ent.gz,B
5A0Y,pdb5a0y.ent.gz,C
1UOZ,pdb1uoz.ent.gz,A
3WH7,pdb3wh7.ent.gz,A
5VG0,pdb5vg0.ent.gz,A
4JED,pdb4jed.ent.gz,A
5EL9,pdb5el9.ent.gz,A
2FE5,pdb2fe5.ent.gz,A
2Z72,pdb2z72.ent.gz,A
4WWF,pdb4wwf.ent.gz,A
1ITX,pdb1itx.ent.gz,A
7UNO,7UNO.pdb.gz,A
3LWX,pdb3lwx.ent.gz,A
4FRU,pdb4fru.ent.gz,A
4A9V,pdb4a9v.ent.gz,A
5IHS,pdb5ihs.ent.gz,A
6RRV,pdb6rrv.ent.gz,A
7NQG,7NQG.pdb.gz,AAA
6RZ0,pdb6rz0.ent.gz,A
2AIB,pdb2aib.ent.gz,A
4A29,pdb4a29.ent.gz,A
5FQA,pdb5fqa.ent.gz,A
3I06,pdb3i06.ent.gz,A
3RO3,pdb3ro3.ent.gz,A
2X9G,pdb2x9g.ent.gz,A
2V9V,pdb2v9v.ent.gz,A
2OSX,pdb2osx.ent.gz,A
4QQS,pdb4qqs.ent.gz,A
6R1D,pdb6r1d.ent.gz,A
4HE6,pdb4he6.ent.gz,A
2V89,pdb2v89.ent.gz,A
4ATE,pdb4ate.ent.gz,A
2NWF,pdb2nwf.ent.gz,A
6EVG,pdb6evg.ent.gz,A
5JBX,pdb5jbx.ent.gz,A
3QZB,pdb3qzb.ent.gz,A
8BBU,8BBU.pdb.gz,A
5OFS,pdb5ofs.ent.gz,A
7LV6,7LV6.pdb.gz,B
4B5N,pdb4b5n.ent.gz,A
2C2U,pdb2c2u.ent.gz,A
1D4T,pdb1d4t.ent.gz,A
3E8M,pdb3e8m.ent.gz,A
1GMX,pdb1gmx.ent.gz,A
2BHU,pdb2bhu.ent.gz,A
4QLP,pdb4qlp.ent.gz,B
4QLP,pdb4qlp.ent.gz,A
5L2V,pdb5l2v.ent.gz,A
4WPG,pdb4wpg.ent.gz,A
3KWE,pdb3kwe.ent.gz,A
5J93,pdb5j93.ent.gz,A
4LF0,pdb4lf0.ent.gz,A
3E5T,pdb3e5t.ent.gz,A
4QI8,pdb4qi8.ent.gz,A
1SBY,pdb1sby.ent.gz,A
1Z2U,pdb1z2u.ent.gz,A
1WCG,pdb1wcg.ent.gz,A
1O5X,pdb1o5x.ent.gz,A
4EIR,pdb4eir.ent.gz,A
4H7W,pdb4h7w.ent.gz,A
4MX6,pdb4mx6.ent.gz,A
8B58,8B58.pdb.gz,A
5MSZ,pdb5msz.ent.gz,A
1T8K,pdb1t8k.ent.gz,A
6G7N,pdb6g7n.ent.gz,A
4JZ5,pdb4jz5.ent.gz,A
6MU0,pdb6mu0.ent.gz,A
4CVR,pdb4cvr.ent.gz,A
3P4H,pdb3p4h.ent.gz,A
7O91,7O91.pdb.gz,A
4MAK,pdb4mak.ent.gz,A
4J8C,pdb4j8c.ent.gz,A
2ABS,pdb2abs.ent.gz,A
1LS1,pdb1ls1.ent.gz,A
5IHV,pdb5ihv.ent.gz,A
2W39,pdb2w39.ent.gz,A
6THS,pdb6ths.ent.gz,A
5T39,pdb5t39.ent.gz,A
2NXV,pdb2nxv.ent.gz,A
4M91,pdb4m91.ent.gz,A
8EHE,8EHE.pdb.gz,A
4MIJ,pdb4mij.ent.gz,A
2Z4U,pdb2z4u.ent.gz,A
3RZN,pdb3rzn.ent.gz,A
4JER,pdb4jer.ent.gz,A
8EHE,8EHE.pdb.gz,B
5AUL,pdb5aul.ent.gz,A
2VFR,pdb2vfr.ent.gz,A
2CAL,pdb2cal.ent.gz,A
5OD4,pdb5od4.ent.gz,A
1F86,pdb1f86.ent.gz,A
1CTJ,pdb1ctj.ent.gz,A
6W2G,pdb6w2g.ent.gz,A
3V0D,pdb3v0d.ent.gz,A
1BKR,pdb1bkr.ent.gz,A
6M7K,pdb6m7k.ent.gz,A
6E1Z,pdb6e1z.ent.gz,A
2WBQ,pdb2wbq.ent.gz,A
7OLB,7OLB.pdb.gz,A
1QV1,pdb1qv1.ent.gz,A
5ZRC,pdb5zrc.ent.gz,A
7C65,pdb7c65.ent.gz,A
4XUW,pdb4xuw.ent.gz,A
6EXX,pdb6exx.ent.gz,A
2WRA,pdb2wra.ent.gz,A
1UZ3,pdb1uz3.ent.gz,A
2FBA,pdb2fba.ent.gz,A
7OJU,7OJU.pdb.gz,A
4UE8,pdb4ue8.ent.gz,A
2V8F,pdb2v8f.ent.gz,A
3CT6,pdb3ct6.ent.gz,A
6Y9J,pdb6y9j.ent.gz,A
1RG8,pdb1rg8.ent.gz,A
6DYF,pdb6dyf.ent.gz,A
4H4N,pdb4h4n.ent.gz,A
3NZN,pdb3nzn.ent.gz,A
3SU6,pdb3su6.ent.gz,A
4MZD,pdb4mzd.ent.gz,A
1YFQ,pdb1yfq.ent.gz,A
2HXS,pdb2hxs.ent.gz,A
3BVX,pdb3bvx.ent.gz,A
4CD5,pdb4cd5.ent.gz,A
4PF3,pdb4pf3.ent.gz,A
1PM1,pdb1pm1.ent.gz,X
3KBE,pdb3kbe.ent.gz,A
2I5V,pdb2i5v.ent.gz,O
1L3K,pdb1l3k.ent.gz,A
4ETN,pdb4etn.ent.gz,A
7YWG,7YWG.pdb.gz,A
1H4G,pdb1h4g.ent.gz,A
4B1M,pdb4b1m.ent.gz,A
4ES1,pdb4es1.ent.gz,A
3M0U,pdb3m0u.ent.gz,A
1NNF,pdb1nnf.ent.gz,A
1R0R,pdb1r0r.ent.gz,E
4ID0,pdb4id0.ent.gz,A
6ENI,pdb6eni.ent.gz,A
1R0R,pdb1r0r.ent.gz,I
2NYB,pdb2nyb.ent.gz,A
5E7B,pdb5e7b.ent.gz,A
4HUA,pdb4hua.ent.gz,A
5GGB,pdb5ggb.ent.gz,A
4MKN,pdb4mkn.ent.gz,A
5LJP,pdb5ljp.ent.gz,A
7Q6A,7Q6A.pdb.gz,A
3SNF,pdb3snf.ent.gz,A
4CNG,pdb4cng.ent.gz,A
6KP5,pdb6kp5.ent.gz,A
3MVS,pdb3mvs.ent.gz,A
4BT7,pdb4bt7.ent.gz,A
4QA8,pdb4qa8.ent.gz,A
3U8I,pdb3u8i.ent.gz,A
4MHP,pdb4mhp.ent.gz,A
5EM0,pdb5em0.ent.gz,A
3LQB,pdb3lqb.ent.gz,A
4ESP,pdb4esp.ent.gz,A
7S7W,pdb7s7w.ent.gz,A
2P45,pdb2p45.ent.gz,B
5D7W,pdb5d7w.ent.gz,A
5XEC,pdb5xec.ent.gz,A
5XEC,pdb5xec.ent.gz,C
7MW7,pdb7mw7.ent.gz,A
2RHF,pdb2rhf.ent.gz,A
3MRE,pdb3mre.ent.gz,A
5FG6,pdb5fg6.ent.gz,A
4NI6,pdb4ni6.ent.gz,A
7F9J,7F9J.pdb.gz,A
6YV5,pdb6yv5.ent.gz,A
7W0Q,7W0Q.pdb.gz,A
6T02,pdb6t02.ent.gz,A
2X4K,pdb2x4k.ent.gz,A
5CHU,pdb5chu.ent.gz,A
5NQ0,pdb5nq0.ent.gz,A
5NQ0,pdb5nq0.ent.gz,B
7TBR,7TBR.pdb.gz,A
1KT6,pdb1kt6.ent.gz,A
2II2,pdb2ii2.ent.gz,A
6MYE,pdb6mye.ent.gz,A
3BF7,pdb3bf7.ent.gz,A
2X1P,pdb2x1p.ent.gz,A
3I2Z,pdb3i2z.ent.gz,A
5M1P,pdb5m1p.ent.gz,A
3TG2,pdb3tg2.ent.gz,A
5IWH,pdb5iwh.ent.gz,A
6JQB,pdb6jqb.ent.gz,A
5VNY,pdb5vny.ent.gz,A
3U97,pdb3u97.ent.gz,A
6BXD,pdb6bxd.ent.gz,A
6H10,pdb6h10.ent.gz,A
6ESM,pdb6esm.ent.gz,A
6DQH,pdb6dqh.ent.gz,A
6AT8,pdb6at8.ent.gz,A
1OC7,pdb1oc7.ent.gz,A
1JM1,pdb1jm1.ent.gz,A
4MF5,pdb4mf5.ent.gz,A
2OFC,pdb2ofc.ent.gz,A
3ORU,pdb3oru.ent.gz,A
6QTS,pdb6qts.ent.gz,A
6TL7,pdb6tl7.ent.gz,A
2Q3G,pdb2q3g.ent.gz,A
5V92,pdb5v92.ent.gz,A
7QCP,7QCP.pdb.gz,A
3A8G,pdb3a8g.ent.gz,B
3A8G,pdb3a8g.ent.gz,A
5AJG,pdb5ajg.ent.gz,A
5WSF,pdb5wsf.ent.gz,A
5OUO,pdb5ouo.ent.gz,A
3U23,pdb3u23.ent.gz,A
5W0H,pdb5w0h.ent.gz,A
3CI3,pdb3ci3.ent.gz,A
6XYF,pdb6xyf.ent.gz,A
7NZC,7NZC.pdb.gz,AAA
4YAP,pdb4yap.ent.gz,A
6OSH,pdb6osh.ent.gz,H
6OSH,pdb6osh.ent.gz,L
3G5T,pdb3g5t.ent.gz,A
5N6F,pdb5n6f.ent.gz,A
5JVI,pdb5jvi.ent.gz,E
1SAU,pdb1sau.ent.gz,A
1K7C,pdb1k7c.ent.gz,A
2YLN,pdb2yln.ent.gz,A
6PZD,pdb6pzd.ent.gz,A
4HCJ,pdb4hcj.ent.gz,A
4ZBD,pdb4zbd.ent.gz,A
5AFY,pdb5afy.ent.gz,H
6DTV,pdb6dtv.ent.gz,A
6TTN,pdb6ttn.ent.gz,A
5N3J,pdb5n3j.ent.gz,A
1H1N,pdb1h1n.ent.gz,A
5MX9,pdb5mx9.ent.gz,A
5EMI,pdb5emi.ent.gz,A
6RG2,pdb6rg2.ent.gz,A
1TUK,pdb1tuk.ent.gz,A
4CK4,pdb4ck4.ent.gz,A
6E7E,pdb6e7e.ent.gz,A
7ZYA,7ZYA.pdb.gz,A
2GZV,pdb2gzv.ent.gz,A
5UFY,pdb5ufy.ent.gz,A
4I4O,pdb4i4o.ent.gz,A
1LU4,pdb1lu4.ent.gz,A
5F6E,pdb5f6e.ent.gz,A
2WJ5,pdb2wj5.ent.gz,A
4YEC,pdb4yec.ent.gz,B
1A7S,pdb1a7s.ent.gz,A
4YEC,pdb4yec.ent.gz,A
6GHT,pdb6ght.ent.gz,A
6SYV,pdb6syv.ent.gz,A
1RA0,pdb1ra0.ent.gz,A
6LUJ,pdb6luj.ent.gz,A
2EAB,pdb2eab.ent.gz,A
8AOJ,8AOJ.pdb.gz,A
6T92,6T92.pdb.gz,AAA
1JF8,pdb1jf8.ent.gz,A
3DS4,pdb3ds4.ent.gz,A
3TYS,pdb3tys.ent.gz,A
7D9Z,7D9Z.pdb.gz,L
7D9Z,7D9Z.pdb.gz,H
7BAF,pdb7baf.ent.gz,A
4KNK,pdb4knk.ent.gz,A
3EIN,pdb3ein.ent.gz,A
4USA,pdb4usa.ent.gz,A
4ZUR,pdb4zur.ent.gz,A
4IQB,pdb4iqb.ent.gz,A
7JR8,pdb7jr8.ent.gz,A
3JQ0,pdb3jq0.ent.gz,A
4PF4,pdb4pf4.ent.gz,A
5GTQ,pdb5gtq.ent.gz,A
5J4L,pdb5j4l.ent.gz,A
6J2M,pdb6j2m.ent.gz,A
2CCW,pdb2ccw.ent.gz,A
6U97,pdb6u97.ent.gz,A
6HPH,pdb6hph.ent.gz,A
6N3D,pdb6n3d.ent.gz,A
6ZC2,pdb6zc2.ent.gz,A
1U07,pdb1u07.ent.gz,A
3K6I,pdb3k6i.ent.gz,A
4BPZ,pdb4bpz.ent.gz,A
6N4L,pdb6n4l.ent.gz,A
6QDI,pdb6qdi.ent.gz,A
7TOI,7TOI.pdb.gz,A
3D9X,pdb3d9x.ent.gz,A
6SWI,pdb6swi.ent.gz,A
2JLI,pdb2jli.ent.gz,A
6YHM,pdb6yhm.ent.gz,A
7DQT,7DQT.pdb.gz,A
7P5B,7P5B.pdb.gz,A
6Q9L,pdb6q9l.ent.gz,A
7LF3,7LF3.pdb.gz,A
6AO9,pdb6ao9.ent.gz,A
4JCC,pdb4jcc.ent.gz,A
4RVQ,pdb4rvq.ent.gz,A
6RVQ,pdb6rvq.ent.gz,A
7BKF,pdb7bkf.ent.gz,A
5K6D,pdb5k6d.ent.gz,A
7P36,pdb7p36.ent.gz,A
4WFO,pdb4wfo.ent.gz,A
1P6O,pdb1p6o.ent.gz,A
5AOZ,pdb5aoz.ent.gz,A
7UX7,7UX7.pdb.gz,A
5UM2,pdb5um2.ent.gz,A
4IPM,pdb4ipm.ent.gz,A
5UE1,pdb5ue1.ent.gz,A
8E18,8E18.pdb.gz,A
4HZ8,pdb4hz8.ent.gz,A
4BK7,pdb4bk7.ent.gz,A
3LVC,pdb3lvc.ent.gz,A
6ELM,pdb6elm.ent.gz,A
4E9X,pdb4e9x.ent.gz,A
4W8H,pdb4w8h.ent.gz,A
6W1G,pdb6w1g.ent.gz,A
7NP9,7NP9.pdb.gz,C
5NB4,pdb5nb4.ent.gz,M
5NB4,pdb5nb4.ent.gz,A
6YBE,pdb6ybe.ent.gz,A
7T26,7T26.pdb.gz,A
4QPW,pdb4qpw.ent.gz,A
4INW,pdb4inw.ent.gz,A
5KLA,pdb5kla.ent.gz,A
6JV0,pdb6jv0.ent.gz,A
1WYX,pdb1wyx.ent.gz,A
7A73,pdb7a73.ent.gz,A
3S2R,pdb3s2r.ent.gz,A
6ZNV,pdb6znv.ent.gz,A
4LWU,pdb4lwu.ent.gz,A
7EO3,7EO3.pdb.gz,A
5KAR,pdb5kar.ent.gz,A
5YOB,pdb5yob.ent.gz,A
6HFQ,pdb6hfq.ent.gz,A
6EEY,pdb6eey.ent.gz,A
3U99,pdb3u99.ent.gz,A
5UQZ,pdb5uqz.ent.gz,A
2ZK9,pdb2zk9.ent.gz,X
6WZ6,pdb6wz6.ent.gz,A
6JB9,pdb6jb9.ent.gz,A
4W8B,pdb4w8b.ent.gz,A
1B6G,pdb1b6g.ent.gz,A
7CN7,pdb7cn7.ent.gz,A
7CN7,pdb7cn7.ent.gz,C
3TBN,pdb3tbn.ent.gz,A
4JXR,pdb4jxr.ent.gz,A
1TKJ,pdb1tkj.ent.gz,A
3WKQ,pdb3wkq.ent.gz,A
4YZ0,pdb4yz0.ent.gz,A
7SAK,7SAK.pdb.gz,B
1T3Y,pdb1t3y.ent.gz,A
1B9O,pdb1b9o.ent.gz,A
1HG7,pdb1hg7.ent.gz,A
3DLC,pdb3dlc.ent.gz,A
4UU3,pdb4uu3.ent.gz,A
4WN5,pdb4wn5.ent.gz,A
2OLN,pdb2oln.ent.gz,A
2BZV,pdb2bzv.ent.gz,A
4N03,pdb4n03.ent.gz,A
1HDO,pdb1hdo.ent.gz,A
5NQO,pdb5nqo.ent.gz,A
2O0B,pdb2o0b.ent.gz,A
6NP3,pdb6np3.ent.gz,A
1XT5,pdb1xt5.ent.gz,A
6H8O,pdb6h8o.ent.gz,A
2X7K,pdb2x7k.ent.gz,A
4H3U,pdb4h3u.ent.gz,A
1GWM,pdb1gwm.ent.gz,A
4ERC,pdb4erc.ent.gz,A
4UHT,pdb4uht.ent.gz,A
2ZXY,pdb2zxy.ent.gz,A
6T9Q,pdb6t9q.ent.gz,A
7W2P,7W2P.pdb.gz,A
3ZZO,pdb3zzo.ent.gz,A
5NAI,pdb5nai.ent.gz,A
1Q0E,pdb1q0e.ent.gz,A
7ZB9,7ZB9.pdb.gz,A
6CWM,pdb6cwm.ent.gz,A
2UUY,pdb2uuy.ent.gz,B
3W06,pdb3w06.ent.gz,A
2NSZ,pdb2nsz.ent.gz,A
4N1M,pdb4n1m.ent.gz,A
6TWP,6TWP.pdb.gz,AAA
4JN7,pdb4jn7.ent.gz,A
1E9G,pdb1e9g.ent.gz,A
8BCJ,8BCJ.pdb.gz,A
4NAZ,pdb4naz.ent.gz,A
3DNJ,pdb3dnj.ent.gz,A
4EZI,pdb4ezi.ent.gz,A
5IY2,pdb5iy2.ent.gz,A
4KU0,pdb4ku0.ent.gz,A
4KU0,pdb4ku0.ent.gz,D
7PQK,7PQK.pdb.gz,A
2V7F,pdb2v7f.ent.gz,A
4DT5,pdb4dt5.ent.gz,A
1Z70,pdb1z70.ent.gz,X
4ZVF,pdb4zvf.ent.gz,A
6K7C,pdb6k7c.ent.gz,A
1I8O,pdb1i8o.ent.gz,A
4JF5,pdb4jf5.ent.gz,A
4JK8,pdb4jk8.ent.gz,A
3M73,pdb3m73.ent.gz,A
2J27,pdb2j27.ent.gz,A
6MYI,pdb6myi.ent.gz,A
6CKP,pdb6ckp.ent.gz,A
7W50,7W50.pdb.gz,A
1ODM,pdb1odm.ent.gz,A
7LDQ,pdb7ldq.ent.gz,A
7W50,7W50.pdb.gz,B
1VZI,pdb1vzi.ent.gz,A
6ICG,pdb6icg.ent.gz,A
4U98,pdb4u98.ent.gz,A
6GEH,pdb6geh.ent.gz,A
4PSC,pdb4psc.ent.gz,A
4JIU,pdb4jiu.ent.gz,A
2ZPT,pdb2zpt.ent.gz,X
2R01,pdb2r01.ent.gz,A
1XMT,pdb1xmt.ent.gz,A
7S7J,7S7J.pdb.gz,A
2CIW,pdb2ciw.ent.gz,A
1I4U,pdb1i4u.ent.gz,A
6UAQ,pdb6uaq.ent.gz,A
3K21,pdb3k21.ent.gz,A
6W5B,pdb6w5b.ent.gz,A
3R72,pdb3r72.ent.gz,A
6EKG,pdb6ekg.ent.gz,Y
1XOD,pdb1xod.ent.gz,A
3S0A,pdb3s0a.ent.gz,A
2IC6,pdb2ic6.ent.gz,A
3IHS,pdb3ihs.ent.gz,A
7M10,pdb7m10.ent.gz,A
4XDZ,pdb4xdz.ent.gz,A
6VI2,pdb6vi2.ent.gz,B
6VI2,pdb6vi2.ent.gz,A
5G38,pdb5g38.ent.gz,A
6NLQ,pdb6nlq.ent.gz,A
5DFS,pdb5dfs.ent.gz,A
7MQQ,7MQQ.pdb.gz,A
4BEU,pdb4beu.ent.gz,A
2J8B,pdb2j8b.ent.gz,A
3L1E,pdb3l1e.ent.gz,A
4HRO,pdb4hro.ent.gz,A
3T3L,pdb3t3l.ent.gz,A
2EKP,pdb2ekp.ent.gz,A
3BS2,pdb3bs2.ent.gz,A
5BTY,pdb5bty.ent.gz,A
3H4T,pdb3h4t.ent.gz,A
4O06,pdb4o06.ent.gz,A
3QDS,pdb3qds.ent.gz,A
5K34,pdb5k34.ent.gz,A
1VFY,pdb1vfy.ent.gz,A
7SOQ,7SOQ.pdb.gz,A
5JXM,pdb5jxm.ent.gz,A
3BFO,pdb3bfo.ent.gz,A
2DKJ,pdb2dkj.ent.gz,A
5U5O,pdb5u5o.ent.gz,A
2BWF,pdb2bwf.ent.gz,A
1K8U,pdb1k8u.ent.gz,A
3LAG,pdb3lag.ent.gz,A
7XTN,7XTN.pdb.gz,A
2FHZ,pdb2fhz.ent.gz,A
2FHZ,pdb2fhz.ent.gz,B
7W70,7W70.pdb.gz,A
5K8S,pdb5k8s.ent.gz,A
2V2P,pdb2v2p.ent.gz,A
2O9U,pdb2o9u.ent.gz,X
2D8D,pdb2d8d.ent.gz,A
5U64,pdb5u64.ent.gz,B
3PIB,pdb3pib.ent.gz,A
6CPB,pdb6cpb.ent.gz,A
6MYW,pdb6myw.ent.gz,A
1NPI,pdb1npi.ent.gz,A
5AIG,pdb5aig.ent.gz,A
2P86,pdb2p86.ent.gz,A
5LS7,pdb5ls7.ent.gz,B
5LS7,pdb5ls7.ent.gz,D
5LS7,pdb5ls7.ent.gz,A
7P50,7P50.pdb.gz,A
4AL0,pdb4al0.ent.gz,A
4DUI,pdb4dui.ent.gz,A
7O63,pdb7o63.ent.gz,A
5Z0D,pdb5z0d.ent.gz,A
5Z0D,pdb5z0d.ent.gz,B
3HHT,pdb3hht.ent.gz,B
3HHT,pdb3hht.ent.gz,A
6C4Q,pdb6c4q.ent.gz,A
1H4X,pdb1h4x.ent.gz,A
6E1F,pdb6e1f.ent.gz,A
3C6A,pdb3c6a.ent.gz,A
7P2M,7P2M.pdb.gz,A
7C7D,pdb7c7d.ent.gz,A
6JDZ,pdb6jdz.ent.gz,A
8DJT,8DJT.pdb.gz,A
6A4U,pdb6a4u.ent.gz,A
5O0S,pdb5o0s.ent.gz,A
2RFR,pdb2rfr.ent.gz,A
3OT1,pdb3ot1.ent.gz,A
6Q43,pdb6q43.ent.gz,B
6Q43,pdb6q43.ent.gz,A
6Q43,pdb6q43.ent.gz,C
1X9I,pdb1x9i.ent.gz,A
5ECA,pdb5eca.ent.gz,A
3ARX,pdb3arx.ent.gz,A
6XNB,pdb6xnb.ent.gz,A
7OXW,7OXW.pdb.gz,A
6V6U,pdb6v6u.ent.gz,A
5OFK,pdb5ofk.ent.gz,A
7ZPG,7ZPG.pdb.gz,A
7TAB,7TAB.pdb.gz,A
7V4Z,7V4Z.pdb.gz,A
6L7Q,pdb6l7q.ent.gz,A
7BNB,7BNB.pdb.gz,A
2VH3,pdb2vh3.ent.gz,A
6TN5,6TN5.pdb.gz,AAA
6APO,pdb6apo.ent.gz,A
4EZ8,pdb4ez8.ent.gz,A
5T5L,pdb5t5l.ent.gz,A
5FEW,pdb5few.ent.gz,A
5A6M,pdb5a6m.ent.gz,A
7LWE,7LWE.pdb.gz,A
4UE0,pdb4ue0.ent.gz,A
6XWK,6XWK.pdb.gz,BBB
6XWK,6XWK.pdb.gz,AAA
1H97,pdb1h97.ent.gz,A
1C9O,pdb1c9o.ent.gz,A
5FYP,pdb5fyp.ent.gz,A
3OND,pdb3ond.ent.gz,A
4RJZ,pdb4rjz.ent.gz,A
6K4X,pdb6k4x.ent.gz,A
3X0T,pdb3x0t.ent.gz,A
8H0T,8H0T.pdb.gz,A
6B1K,pdb6b1k.ent.gz,A
6SJ3,pdb6sj3.ent.gz,A
6FUC,pdb6fuc.ent.gz,A
4Z2O,pdb4z2o.ent.gz,A
3F1P,pdb3f1p.ent.gz,B
